texto_original,texto_limpio
¿En el marco de qué operación tuvo lugar la supuesta incursión en Ecuador de la policía colombiana?,en el marco de qué operación tuvo lugar la supuesta incursión en ecuador de la policía colombiana
¿Qué temas han triunfado en Francia?,qué temas han triunfado en francia
¿Cuáles son las siglas del Banco de Japón?,cuáles son las siglas del banco de japón
¿Qué norma permite el aborto en Argentina?,qué norma permite el aborto en argentina
¿Cuál se cree que es el motivo del nombre dado por los nativos de Madagascar a la polilla crepuscular?,cuál se cree que es el motivo del nombre dado por los nativos de madagascar a la polilla crepuscular
¿Cuántos puntos acumula Rusia?,cuántos puntos acumula rusia
¿De dónde se cree que era típica la china poblana?,de dónde se cree que era típica la china poblana
¿Qué conceptos propios del helenismo fueron asimilados por las culturas de Japón y Corea?,qué conceptos propios del helenismo fueron asimilados por las culturas de japón y corea
¿A quiénes dejó establecerse en Normandía Carlos III de Francia?,a quiénes dejó establecerse en normandía carlos iii de francia
¿Cuántas personas fallecieron en las protestas del 12 de febrero en Venezuela?,cuántas personas fallecieron en las protestas del 12 de febrero en venezuela
¿Cuáles son los rasgos distintivos de las comunicaciones que se dieron entre China y Occidente en la Edad Media?,cuáles son los rasgos distintivos de las comunicaciones que se dieron entre china y occidente en la edad media
¿Cuándo dejó de estar en vigor El Código Civil de la República Argentina?,cuándo dejó de estar en vigor el código civil de la república argentina
¿Cuánto medía el circuito?,cuánto medía el circuito
¿Cuál es la capital de Japón?,cuál es la capital de japón
¿Quién ocupa el cargo de ministro de Industria en España?,quién ocupa el cargo de ministro de industria en españa
¿Quién dirige el país colombiano?,quién dirige el país colombiano
¿Cuántos kilómetros de vías de tren hay en Irlanda del Norte?,cuántos kilómetros de vías de tren hay en irlanda del norte
¿Qué territorio atacó Israel?,qué territorio atacó israel
¿Quién ha dejado el trono de España?,quién ha dejado el trono de españa
¿Cuántas personas han perdido la vida en el bombazo del templo en Pakistán?,cuántas personas han perdido la vida en el bombazo del templo en pakistán
¿Cuál es la cultura común para la gran parte de los estadounidenses?,cuál es la cultura común para la gran parte de los estadounidenses
¿Cuándo deciden Suecia y Reino Unido su inclusión en el euro?,cuándo deciden suecia y reino unido su inclusión en el euro
¿Cuántos puntos marcó Alemania?,cuántos puntos marcó alemania
¿Dónde se encontraron fósiles de avión roquero en el pleistoceno tardío?,dónde se encontraron fósiles de avión roquero en el pleistoceno tardío
¿Qué permite el contrato firmado por Azerbaiyán con las compañías petrolíferas extranjeras?,qué permite el contrato firmado por azerbaiyán con las compañías petrolíferas extranjeras
"¿Qué puesto alcanzó Like a Virgin en las listas de Australia, Canadá y Japón?",qué puesto alcanzó like a virgin en las listas de australia canadá y japón
¿Quién ha llevado a cabo las acciones que denuncia Irán?,quién ha llevado a cabo las acciones que denuncia irán
¿Cómo consideran los jugadores brasileños la cancha?,cómo consideran los jugadores brasileños la cancha
¿Dónde fue Arbenz después de dejar Cuba?,dónde fue arbenz después de dejar cuba
¿De qué volumen formaba parte El desdichado en fingir?,de qué volumen formaba parte el desdichado en fingir
¿Quién ha ganado las elecciones en Chile?,quién ha ganado las elecciones en chile
¿Cuántos murieron en la voladura del avión cubano de 1976?,cuántos murieron en la voladura del avión cubano de 1976
¿Qué dio inicio al Antiguo Régimen de España?,qué dio inicio al antiguo régimen de españa
¿A quién ha apresado el ejército de Irán en el mar?,a quién ha apresado el ejército de irán en el mar
¿Cuánto tiempo lleva estancado el crecimiento de la productividad en Lituania?,cuánto tiempo lleva estancado el crecimiento de la productividad en lituania
¿Cuándo se celebraron los comicios en Brasil?,cuándo se celebraron los comicios en brasil
¿Con quién se vio ayer Uribe en Paraguay?,con quién se vio ayer uribe en paraguay
¿A qué disposición se oponía México?,a qué disposición se oponía méxico
¿Qué personas visitan China para trasplantarse órganos?,qué personas visitan china para trasplantarse órganos
¿Dónde se alzó el campanario románico?,dónde se alzó el campanario románico
¿Cuál era la primera capa de autoridad y jurisdicción a la que estaban sometidos los habitantes de la península italiana?,cuál era la primera capa de autoridad y jurisdicción a la que estaban sometidos los habitantes de la península italiana
"¿En qué competición de rugby han empezado venciendo Irlanda, Inglaterra y Francia?",en qué competición de rugby han empezado venciendo irlanda inglaterra y francia
¿Cuánto han bajado las exportaciones de Uruguay a Brasil?,cuánto han bajado las exportaciones de uruguay a brasil
¿Dónde se anunció la proclamación de la República de Portugal?,dónde se anunció la proclamación de la república de portugal
¿Cuál fue el resultado contra Belice?,cuál fue el resultado contra belice
¿Por qué se llevaron esclavos a Haití?,por qué se llevaron esclavos a haití
¿Qué sustancia tomó el campeón en Canadá?,qué sustancia tomó el campeón en canadá
¿Cuándo logró Túnez su independencia?,cuándo logró túnez su independencia
¿Quién es el mandatario de Cuba?,quién es el mandatario de cuba
¿Cómo quedaron Dinamarca y Camerún?,cómo quedaron dinamarca y camerún
¿A quién defiende el movimiento sindical uruguayo?,a quién defiende el movimiento sindical uruguayo
¿Quién es el presidente de México?,quién es el presidente de méxico
¿Qué explicó el parlamentario brasileño llamado a declarar ante el Consejo de Ética?,qué explicó el parlamentario brasileño llamado a declarar ante el consejo de ética
¿Con qué otro nombre se conoce La Guerra italiana de 1521–1526?,con qué otro nombre se conoce la guerra italiana de 15211526
¿Quién ha ganado las elecciones australianas el 25 de noviembre de 2007?,quién ha ganado las elecciones australianas el 25 de noviembre de 2007
¿Cuándo se legalizó el matrimonio homosexual en España?,cuándo se legalizó el matrimonio homosexual en españa
¿Cuál era el apodo de Irakli Tsereteli?,cuál era el apodo de irakli tsereteli
¿Por qué es relevante la Facultad de Derecho de la Universidad de Chile?,por qué es relevante la facultad de derecho de la universidad de chile
¿De dónde provenían los habitantes de Filipinas según la teoría de la expansión austronesia?,de dónde provenían los habitantes de filipinas según la teoría de la expansión austronesia
¿Por qué motivo está costa de Marfil destruido? ,por qué motivo está costa de marfil destruido
¿Qué ha decidido aplicar Obama para forzar la salida de Gadafi de Libia?,qué ha decidido aplicar obama para forzar la salida de gadafi de libia
¿Qué función desempeñaba O'Higgins durante la consolidación de la nación de Chile?,qué función desempeñaba ohiggins durante la consolidación de la nación de chile
"¿Quién escribió ""China and the Developing World: Beijing's Strategy at the 21st Century""?",quién escribió china and the developing world beijings strategy at the 21st century
¿Cuándo se hará totalmente efectivo el cambio de alfabeto en Kazajistán?,cuándo se hará totalmente efectivo el cambio de alfabeto en kazajistán
¿Cuándo se estrenó la serie Las aventuras del joven Indiana Jones?,cuándo se estrenó la serie las aventuras del joven indiana jones
¿Por cuánto tiempo se va a quedar de momento Snowden en Rusia?,por cuánto tiempo se va a quedar de momento snowden en rusia
¿Qué hecho alteró la movilidad en la capital chilena?,qué hecho alteró la movilidad en la capital chilena
¿Cuándo comenzó el proceso de vacunación en Bolivia?,cuándo comenzó el proceso de vacunación en bolivia
¿Cómo se titula el documental que desvela la presunta implicación de Cuba en la muerte de Kennedy?,cómo se titula el documental que desvela la presunta implicación de cuba en la muerte de kennedy
¿Cómo es la enseña escocesa?,cómo es la enseña escocesa
¿Cuándo hubo fuertes recortes presupuestarios en España?,cuándo hubo fuertes recortes presupuestarios en españa
¿Qué implicó la colonización española para el arte indiano?,qué implicó la colonización española para el arte indiano
¿Perdió Costa Rica contra Bolivia el 23 de agosto en Argentina?,perdió costa rica contra bolivia el 23 de agosto en argentina
¿Cómo habían sido las interacciones entre Bulgaria y Serbia a principios del siglo XIV?,cómo habían sido las interacciones entre bulgaria y serbia a principios del siglo xiv
¿Cuándo se estableció exitosamente un sistema estatal de escuelas públicas en Indiana?,cuándo se estableció exitosamente un sistema estatal de escuelas públicas en indiana
¿Cómo quedó el partido entre Costa de Marfil y Paraguay de este domingo?,cómo quedó el partido entre costa de marfil y paraguay de este domingo
¿Qué tipo de estado pasó a ser El Salvador con el Decreto Legislativo del 25 de enero de 1859?,qué tipo de estado pasó a ser el salvador con el decreto legislativo del 25 de enero de 1859
¿A qué medida ha dado luz verde el parlamento colombiano?,a qué medida ha dado luz verde el parlamento colombiano
¿Contra quién y por qué fueron las protestas en varios sitios de Brasil?,contra quién y por qué fueron las protestas en varios sitios de brasil
¿Quién ha comenzado hoy su viaje a Vietnam?,quién ha comenzado hoy su viaje a vietnam
¿A qué club se ha marchado Dely Valdés?,a qué club se ha marchado dely valdés
¿Cuántos jóvenes acudieron a Australia a ver al pontífice?,cuántos jóvenes acudieron a australia a ver al pontífice
¿Por qué se crearon las Grutas Vaticanas?,por qué se crearon las grutas vaticanas
¿Quién lidera el FPOE austriaco?,quién lidera el fpoe austriaco
¿Por qué se oponen España y Portugal a la reforma?,por qué se oponen españa y portugal a la reforma
¿Cuántas armas habría mandado Brasil al régimen bolivariano?,cuántas armas habría mandado brasil al régimen bolivariano
¿Cuántos heridos hubo por minas antipersona en Vietnam en el último trimestre de 1999?,cuántos heridos hubo por minas antipersona en vietnam en el último trimestre de 1999
¿En qué idioma Suiza se dice Svizra?,en qué idioma suiza se dice svizra
¿Cómo estaban los militares en el momento de ser rescatados?,cómo estaban los militares en el momento de ser rescatados
¿Qué alto cargo del gobierno brasileño podría verse salpicado por casos de corrupción?,qué alto cargo del gobierno brasileño podría verse salpicado por casos de corrupción
¿Cuántas personas han tenido que abandonar sus viviendas en Kenia?,cuántas personas han tenido que abandonar sus viviendas en kenia
¿Cuándo declaró Croacia su independencia?,cuándo declaró croacia su independencia
¿Quién está al mando de Israel?,quién está al mando de israel
¿Cuándo se hizo público el vídeo de Hey Jude en Reino Unido?,cuándo se hizo público el vídeo de hey jude en reino unido
¿Qué pactaron el viernes Brasil y Argentina? ,qué pactaron el viernes brasil y argentina
¿Qué movimiento artístico tuvo más relevancia en España que el neoclasicismo?,qué movimiento artístico tuvo más relevancia en españa que el neoclasicismo
¿Contra quién está combatiendo Rusia?,contra quién está combatiendo rusia
¿Quién está al mando de Nicaragua?,quién está al mando de nicaragua
¿Cuál es la denominación oficial de Corea del Sur?,cuál es la denominación oficial de corea del sur
¿Qué piensa hacer el presidente boliviano si se posponen las elecciones?,qué piensa hacer el presidente boliviano si se posponen las elecciones
¿Qué país supera a Suecia en número de victorias en Eurovisión?,qué país supera a suecia en número de victorias en eurovisión
¿Quién fue el responsable de la popularización del pan de viena en Francia?,quién fue el responsable de la popularización del pan de viena en francia
¿Qué organización humanitaria tuvo origen en Suiza?,qué organización humanitaria tuvo origen en suiza
¿Cuántas especies de anfibios viven en Colombia?,cuántas especies de anfibios viven en colombia
¿Cuándo contactó por teléfono el político estadounidense con Pakistán?,cuándo contactó por teléfono el político estadounidense con pakistán
¿Quién fue el rival de Los Pumas de Argentina?,quién fue el rival de los pumas de argentina
¿Cuántos habitantes se acumulan en las dos regiones más vastas de Brasil?,cuántos habitantes se acumulan en las dos regiones más vastas de brasil
¿Cuál es el mercado más grande de Argentina?,cuál es el mercado más grande de argentina
¿En qué país deberán competir Egipto y Argelia este miércoles?,en qué país deberán competir egipto y argelia este miércoles
¿A qué organización pertenece Dinamarca?,a qué organización pertenece dinamarca
¿Qué territorio reivindican como propio Costa Rica y Nicaragua?,qué territorio reivindican como propio costa rica y nicaragua
¿Cuál es el mar con el que limita Corea del Sur por su parte occidental?,cuál es el mar con el que limita corea del sur por su parte occidental
¿Qué título querían darle a Kitashirakawa Yoshihisa?,qué título querían darle a kitashirakawa yoshihisa
¿Cuál es la razón para que cientos de personas huyan de Colombia a Ecuador?,cuál es la razón para que cientos de personas huyan de colombia a ecuador
¿Qué formación geológica forma la cadena Chimalhuacán-Santa Catarina-Estrella?,qué formación geológica forma la cadena chimalhuacánsanta catarinaestrella
¿Son Lorent Enrique Gómez Saleh y Gabriel Valles Sguerzi amigos de Maduro?,son lorent enrique gómez saleh y gabriel valles sguerzi amigos de maduro
¿Cuándo se desarrollaron los Juegos Olímpicos de México 1968?,cuándo se desarrollaron los juegos olímpicos de méxico 1968
¿Cuál pasó a ser finalmente la forma de gobierno en Argentina?,cuál pasó a ser finalmente la forma de gobierno en argentina
¿Cuándo finalizó la Copa Mundial Femenina de la FIFA Francia 2019?,cuándo finalizó la copa mundial femenina de la fifa francia 2019
¿En qué área se encontró Nigersaurus?,en qué área se encontró nigersaurus
¿Cuántos presos políticos hay en Cuba según la Comisión de Derechos Humanos?,cuántos presos políticos hay en cuba según la comisión de derechos humanos
¿Quién impuso sanciones a Cuba?,quién impuso sanciones a cuba
¿Qué acuerdo con Cuba pretende ampliar Chávez?,qué acuerdo con cuba pretende ampliar chávez
¿Qué mundial de fútbol ha ganado España?,qué mundial de fútbol ha ganado españa
¿Cuántos años tiene la historia del cristianismo en España?,cuántos años tiene la historia del cristianismo en españa
¿Quién luchaba con Francisco I de Francia?,quién luchaba con francisco i de francia
¿Cuándo era crucial Malta?,cuándo era crucial malta
¿En qué año se firmó la Constitución de Brasil?,en qué año se firmó la constitución de brasil
¿A qué hora pueden ir a sufragar los ciudadanos de la república Dominicana?,a qué hora pueden ir a sufragar los ciudadanos de la república dominicana
¿Cuándo compró Francisco I de Francia La Gioconda?,cuándo compró francisco i de francia la gioconda
¿De qué han tachado a Baumann algunos periodistas?,de qué han tachado a baumann algunos periodistas
¿Cuál fue el límite fronterizo de México que fue más alterado a lo largo de la historia de este territorio?,cuál fue el límite fronterizo de méxico que fue más alterado a lo largo de la historia de este territorio
¿Cómo está presente el gobierno de España en Jaén?,cómo está presente el gobierno de españa en jaén
¿Qué era Hibernia en la antigüedad?,qué era hibernia en la antigüedad
¿Qué dijo Armitage que haría Estados Unidos a Pakistán?,qué dijo armitage que haría estados unidos a pakistán
¿Cuándo ganó México a Brasil en el Mundial Sub 17?,cuándo ganó méxico a brasil en el mundial sub 17
¿Quién gobierna actualmente Timor Oriental?,quién gobierna actualmente timor oriental
¿Cuántas víctimas de violencia de género hubo en 2008 en Costa Rica?,cuántas víctimas de violencia de género hubo en 2008 en costa rica
¿Cuál sería un ejemplo de iglesia románica con cabecera semicircular?,cuál sería un ejemplo de iglesia románica con cabecera semicircular
¿Por qué motivo los juegos en España sí que tienen traducción?,por qué motivo los juegos en españa sí que tienen traducción
¿Dónde jugó Camerún contra Dinamarca?,dónde jugó camerún contra dinamarca
¿Qué celebración ha finalizado en Argentina?,qué celebración ha finalizado en argentina
¿Sobre qué fundamentos debe apoyarse el vínculo con Rusia?,sobre qué fundamentos debe apoyarse el vínculo con rusia
¿Hasta cuándo subsistieron las colonias griegas en el territorio de Ucrania?,hasta cuándo subsistieron las colonias griegas en el territorio de ucrania
¿Qué apodo tiene Azkargorta en Bolivia?,qué apodo tiene azkargorta en bolivia
¿Qué podría haber sufrido el submarino según señala la marina argentina?,qué podría haber sufrido el submarino según señala la marina argentina
¿Por qué es relevante la ayuda estadounidense para el gobierno colombiano?,por qué es relevante la ayuda estadounidense para el gobierno colombiano
¿Qué solicitan los sanitarios enviados por Cuba a Venezuela?,qué solicitan los sanitarios enviados por cuba a venezuela
¿Cuándo abandonarán Afganistán las fuerzas militares aliadas?,cuándo abandonarán afganistán las fuerzas militares aliadas
¿Cuánto ha bajado el PIB en España?,cuánto ha bajado el pib en españa
¿Qué le ocurrió a la aeronave en la que volaba el político estadounidense?,qué le ocurrió a la aeronave en la que volaba el político estadounidense
¿Quién gobierna Rusia?,quién gobierna rusia
¿Cuál es el nombre que se le dio a Game of Thrones en España?,cuál es el nombre que se le dio a game of thrones en españa
¿Cuánto va a durar la vaga de transportistas en toda España?,cuánto va a durar la vaga de transportistas en toda españa
¿Cuáles son los principales atractivos de República Dominicana?,cuáles son los principales atractivos de república dominicana
¿Cómo califica Egeland lo que está ocurriendo en el Líbano?,cómo califica egeland lo que está ocurriendo en el líbano
¿Quién ha protagonizado la misión de rescate?,quién ha protagonizado la misión de rescate
¿A quién podría afectar la denuncia conjunta de estos países?,a quién podría afectar la denuncia conjunta de estos países
¿Quién es el exmandatario colombiano?,quién es el exmandatario colombiano
¿Cómo está en China la balanza entre niñas y niños?,cómo está en china la balanza entre niñas y niños
¿Cuántas personas murieron por el terremoto de Miyagi en Japón?,cuántas personas murieron por el terremoto de miyagi en japón
¿Dónde jugará Brasil?,dónde jugará brasil
¿Cuántos votos recibió la iniciativa italiana?,cuántos votos recibió la iniciativa italiana
¿Qué dos equipos colombianos se disputarán el trofeo nacional?,qué dos equipos colombianos se disputarán el trofeo nacional
¿Cuál es el nombre oficial en sueco de Suecia?,cuál es el nombre oficial en sueco de suecia
¿Dónde se encuentra la Afrodita de Pigmalión: Los fuegos de la divinidad?,dónde se encuentra la afrodita de pigmalión los fuegos de la divinidad
¿Qué temen los monjes budistas que intentan huir de Birmania?,qué temen los monjes budistas que intentan huir de birmania
¿Cuándo adquirirá Venezuela el derecho a voto en la organización?,cuándo adquirirá venezuela el derecho a voto en la organización
¿Cuánto café tendrá que retener Brasil en virtud del acuerdo que firmó?,cuánto café tendrá que retener brasil en virtud del acuerdo que firmó
¿Quién respalda la iniciativa de Italia y Alemania?,quién respalda la iniciativa de italia y alemania
¿Qué compartirán Brasil y Argentina mientras dure la competición de fútbol?,qué compartirán brasil y argentina mientras dure la competición de fútbol
¿Cuál es la segunda ciudad más visitada de Canadá?,cuál es la segunda ciudad más visitada de canadá
¿Quién instruye el caso?,quién instruye el caso
¿Desde cuándo se suceden las protestas en Colombia?,desde cuándo se suceden las protestas en colombia
¿Quién preside Panamá?,quién preside panamá
¿Por qué no quiere Stoiber que Turquía entre en la UE?,por qué no quiere stoiber que turquía entre en la ue
¿De qué se encargarán los estadounidenses?,de qué se encargarán los estadounidenses
¿Cón cuántos votos quedaría vetada Venezuela en la OEA?,cón cuántos votos quedaría vetada venezuela en la oea
¿Cuántos estados conforman la república de Suiza?,cuántos estados conforman la república de suiza
¿Qué otro artista interpreta música popular cubana?,qué otro artista interpreta música popular cubana
¿Qué nivel de desempleo hay en Sudáfrica?,qué nivel de desempleo hay en sudáfrica
¿De qué país quiere independizarse Timor Oriental?,de qué país quiere independizarse timor oriental
¿Por qué estaba enjuiciado el que fuera mandatario de Serbia?,por qué estaba enjuiciado el que fuera mandatario de serbia
¿Quién es el dirigente de Panamá?,quién es el dirigente de panamá
¿Quiénes son los responsables de la acción criminal ocurrida en Pakistán?,quiénes son los responsables de la acción criminal ocurrida en pakistán
¿A qué edad ha muerto Rainiero III de Mónaco?,a qué edad ha muerto rainiero iii de mónaco
¿Cómo se abrevia la Agencia Brasileña de Inteligencia?,cómo se abrevia la agencia brasileña de inteligencia
¿Cuántos cubanos aterrizaron en Madrid el 27 de junio?,cuántos cubanos aterrizaron en madrid el 27 de junio
¿Cómo se conoce a Claude Gellée en España?,cómo se conoce a claude gellée en españa
¿Cuál fue el primer país donde se transmitió El Chavo fuera de México?,cuál fue el primer país donde se transmitió el chavo fuera de méxico
¿A cuántas personas abastecen los suministros de la FAO en Haití?,a cuántas personas abastecen los suministros de la fao en haití
¿Cuántas familias colombianas van a salir beneficiadas de la mala cosecha en Brasil?,cuántas familias colombianas van a salir beneficiadas de la mala cosecha en brasil
¿Cómo pagará el Banco do Brasil la adquisición de acciones del Banco Patagonia?,cómo pagará el banco do brasil la adquisición de acciones del banco patagonia
¿Qué dinastía reinaba en Reino Unido durante la Restauración?,qué dinastía reinaba en reino unido durante la restauración
¿Qué porcentaje de anfibios de Australia son endémicos del estado?,qué porcentaje de anfibios de australia son endémicos del estado
¿A qué temática literaria sirvió de inspiración la Guerra de Granada?,a qué temática literaria sirvió de inspiración la guerra de granada
¿Quién es el partner de negocios más importante de Rusia?,quién es el partner de negocios más importante de rusia
¿Cuántos países participarán en el encuentro en Brasilia? ,cuántos países participarán en el encuentro en brasilia
"¿Cuánto mide este nuevo titanosaurio, el más grande hallado en Brasil?",cuánto mide este nuevo titanosaurio el más grande hallado en brasil
¿Qué sustancia suministra EMOS en Chile?,qué sustancia suministra emos en chile
¿Dónde se sitúa el umbral de pobreza en Colombia para los evaluadores?,dónde se sitúa el umbral de pobreza en colombia para los evaluadores
¿Adónde se trasladó María Corina Machado?,adónde se trasladó maría corina machado
¿Quién va a ser el nuevo dirigente de Chile?,quién va a ser el nuevo dirigente de chile
¿Quién es el mandatario colombiano?,quién es el mandatario colombiano
¿Cuándo finaliza el viaje del mandatario uruguayo a Ecuador?,cuándo finaliza el viaje del mandatario uruguayo a ecuador
¿Dónde realizará China sus inversiones?,dónde realizará china sus inversiones
¿Qué medidas puede implicar la resolución del juez?,qué medidas puede implicar la resolución del juez
¿Cuándo ganó la Champions League el C.V. Tenerife Construcciones Marichal?,cuándo ganó la champions league el cv tenerife construcciones marichal
¿Qué empresa ha echado a muchos de sus trabajadores?,qué empresa ha echado a muchos de sus trabajadores
¿Cuándo tiene lugar el emparejamiento de los aviones roqueros?,cuándo tiene lugar el emparejamiento de los aviones roqueros
¿Cuántos agentes de la ONU serán destinados a Timor Oriental?,cuántos agentes de la onu serán destinados a timor oriental
¿Cuándo salieron a la venta The Legend of Zelda: Oracle of Seasons y The Legend of Zelda: Oracle of Ages en Australia?,cuándo salieron a la venta the legend of zelda oracle of seasons y the legend of zelda oracle of ages en australia
¿Cómo es el desempleo en España?,cómo es el desempleo en españa
¿Por qué la lucha entre Brasil y Canadá debilita a la OMC?,por qué la lucha entre brasil y canadá debilita a la omc
¿Quién ha ganado a Japón en la Copa Mundial de Rugby 2007 en el Millennium Stadium?,quién ha ganado a japón en la copa mundial de rugby 2007 en el millennium stadium
¿Quién es el presidente de Egipto?,quién es el presidente de egipto
¿Quién ha afirmado que tomará medidas para evitar infortunios en las minas chinas?,quién ha afirmado que tomará medidas para evitar infortunios en las minas chinas
¿Cuándo habían vencido ya Los All Blacks a Francia?,cuándo habían vencido ya los all blacks a francia
¿Dónde se jugó el partido entre Bélgica y Rusia en Rio de Janeiro?,dónde se jugó el partido entre bélgica y rusia en rio de janeiro
¿Cuándo se debía haber erradicado la prostitución en China?,cuándo se debía haber erradicado la prostitución en china
¿Qué político brasileño ha sido víctima de un ataque?,qué político brasileño ha sido víctima de un ataque
¿Quién fue el responsable de que España ganara la medalla de plata en baloncesto?,quién fue el responsable de que españa ganara la medalla de plata en baloncesto
¿Cuál es la tercera fuerza política en Israel?,cuál es la tercera fuerza política en israel
¿Quién está contento por la ayuda que España le va a dar a Colombia?,quién está contento por la ayuda que españa le va a dar a colombia
"¿Con qué tipo de aves cuentan Nueva Zelanda, Madagascar y Australia si lo comparamos con los países de América Latina?",con qué tipo de aves cuentan nueva zelanda madagascar y australia si lo comparamos con los países de américa latina
¿Con qué país tiene frontera Azerbaiyán en su parte septentrional?,con qué país tiene frontera azerbaiyán en su parte septentrional
¿Quién realizó privatizaciones en Guatemala?,quién realizó privatizaciones en guatemala
¿Por qué quiere sancionar Canadá a Brasil?,por qué quiere sancionar canadá a brasil
¿Adónde se envían las exportaciones brasileñas de contrabando?,adónde se envían las exportaciones brasileñas de contrabando
¿Cuál es el derecho del que carecen los habitantes de China continental?,cuál es el derecho del que carecen los habitantes de china continental
¿Quién lidera el grupo de clasificación en el que está Guatemala?,quién lidera el grupo de clasificación en el que está guatemala
¿A qué se acoge Dinamarca para no participar en el proyecto?,a qué se acoge dinamarca para no participar en el proyecto
¿Quién está al frente de Bolivia?,quién está al frente de bolivia
¿Cómo influyeron el gótico y románico en el arte catalán?,cómo influyeron el gótico y románico en el arte catalán
¿En cuánto calcula la FAO las ayudas para Perú?,en cuánto calcula la fao las ayudas para perú
¿Cuándo se acordó la paz entre el Sahara y Marruecos?,cuándo se acordó la paz entre el sahara y marruecos
¿Cómo se llama el ordenador creado por los expertos de Yellow Sheep River de China?,cómo se llama el ordenador creado por los expertos de yellow sheep river de china
¿Quién es el responsable de la labor del FMI en Lituania?,quién es el responsable de la labor del fmi en lituania
¿Qué se puede ver en el centro superior de la fachada de la basílica de San Francisco de Asís?,qué se puede ver en el centro superior de la fachada de la basílica de san francisco de asís
¿En qué período de tiempo presidió Argentina Néstor Kirchner?,en qué período de tiempo presidió argentina néstor kirchner
¿Cómo se conoce al pasaje de Drake en España y parte de Hispanoamérica?,cómo se conoce al pasaje de drake en españa y parte de hispanoamérica
¿Quién se interesó en la historia de México-Tenochtitlan tras su conquista?,quién se interesó en la historia de méxicotenochtitlan tras su conquista
¿Cuánto metió Villa el tanto contra Portugal?,cuánto metió villa el tanto contra portugal
¿Quién conquistó gran parte del centro y el este de China?,quién conquistó gran parte del centro y el este de china
¿Qué equipo ganó el último mundial de fútbol en Sudáfrica?,qué equipo ganó el último mundial de fútbol en sudáfrica
¿Con qué otro nombre es conocido el equipo australiano?,con qué otro nombre es conocido el equipo australiano
¿Cuánto café va a a producir Brasil la próxima cosecha?,cuánto café va a a producir brasil la próxima cosecha
¿Qué han encontrado las fuerzas navales argentinas?,qué han encontrado las fuerzas navales argentinas
¿Cuánto dura la visita de Gaddafi a Italia?,cuánto dura la visita de gaddafi a italia
¿Por qué estableció Turquía tropas en la parte oeste de Tracia?,por qué estableció turquía tropas en la parte oeste de tracia
¿Quién estaba al mando del Consejo Supremo de Antigüedades de Egipto en 2003?,quién estaba al mando del consejo supremo de antigüedades de egipto en 2003
¿Cuándo concluirá el semestre en la Universidad Nacional de Colombia?,cuándo concluirá el semestre en la universidad nacional de colombia
¿Por qué se oponen Alemania y Austria?,por qué se oponen alemania y austria
¿Qué colectivo de la población chilena ha paralizado su actividad en señal de protesta?,qué colectivo de la población chilena ha paralizado su actividad en señal de protesta
¿Por qué se dieron momentos de crisis durante los primeros años del siglo XX en México?,por qué se dieron momentos de crisis durante los primeros años del siglo xx en méxico
¿Cuándo abandonaron Irak las tropas estadounidenses?,cuándo abandonaron irak las tropas estadounidenses
¿Qué unión instauró el régimen en Hungría?,qué unión instauró el régimen en hungría
¿Cuál era el nombre de la primera empresa tabacalera de Uruguay?,cuál era el nombre de la primera empresa tabacalera de uruguay
¿Cuánto dinero va a dar la comunidad internacional a Colombia?,cuánto dinero va a dar la comunidad internacional a colombia
¿A cuántos palestinos presos ha dejado marcharse Israel hoy?,a cuántos palestinos presos ha dejado marcharse israel hoy
¿Cuál era el cometido del consejo general de jefes locales?,cuál era el cometido del consejo general de jefes locales
¿Por dónde limita Indiana con Ohio?,por dónde limita indiana con ohio
¿Cómo era visto el desnudo en la Antigua Grecia?,cómo era visto el desnudo en la antigua grecia
¿Cuál es el próximo rival de Argentina?,cuál es el próximo rival de argentina
¿Para qué consola se lanzó en 1985 Super Mario Bros.?,para qué consola se lanzó en 1985 super mario bros
¿Qué carácter tenían estas elecciones celebradas en las Islas Salomón? ,qué carácter tenían estas elecciones celebradas en las islas salomón
¿Qué monarca encabezó la conquista de México?,qué monarca encabezó la conquista de méxico
¿Cómo son los suelos de Madagascar?,cómo son los suelos de madagascar
¿Acerca de qué quiere discutir Corea del Norte con los Inspectores del OIEA?,acerca de qué quiere discutir corea del norte con los inspectores del oiea
¿A qué ha accedido el gobernante provisional de Honduras?,a qué ha accedido el gobernante provisional de honduras
¿Cuál es una de las iglesias protestantes históricas en España?,cuál es una de las iglesias protestantes históricas en españa
¿Quién mide el acceso a Internet de Birmania?,quién mide el acceso a internet de birmania
¿Cómo ha definido el dirigente australiano al mandatario venezolano?,cómo ha definido el dirigente australiano al mandatario venezolano
¿Cómo fue la relevancia que tuvo en la literatura europea la Guerra de Granada?,cómo fue la relevancia que tuvo en la literatura europea la guerra de granada
¿Desde cuándo tiene Birmania un gobierno dictatorial?,desde cuándo tiene birmania un gobierno dictatorial
¿Cuándo fue China invadida por Japón?,cuándo fue china invadida por japón
¿Cuál fue la postura tomada por los países en la quinta cubre respecto a la relación entre EEUU y Cuba?,cuál fue la postura tomada por los países en la quinta cubre respecto a la relación entre eeuu y cuba
"¿Cuántas personas han fallecido en el seísmo de la zona de Pakistan,India y Afganistan?",cuántas personas han fallecido en el seísmo de la zona de pakistanindia y afganistan
