texto_original,texto_limpio
¿De qué expresión arcaica francesa se cree que origina la expresión?,de qué expresión arcaica francesa se cree que origina la expresión
¿Qué medio de comunicación asaltaron los 15 chicos en ciudad de Córdoba?,qué medio de comunicación asaltaron los 15 chicos en ciudad de córdoba
¿Quién está al frente del diario El Buen Tono?,quién está al frente del diario el buen tono
¿Dónde se encuentran los soldados franceses autorizados para atacar a los israelíes?,dónde se encuentran los soldados franceses autorizados para atacar a los israelíes
¿Cuál era el idioma de la carta cuyo destinatario era Luis de Santángel?,cuál era el idioma de la carta cuyo destinatario era luis de santángel
¿Sobre qué hablan las cartas que anunciaron el descubrimiento de las Indias?,sobre qué hablan las cartas que anunciaron el descubrimiento de las indias
¿Qué se imprimió a inicios de abril en Barcelona?,qué se imprimió a inicios de abril en barcelona
¿De quién era sobrenombre Genaro H. de Volafan?,de quién era sobrenombre genaro h de volafan
¿Por qué se duda de la autenticidad del tomo manuscrito de letra del siglo XVI del que habla Varnhagen?,por qué se duda de la autenticidad del tomo manuscrito de letra del siglo xvi del que habla varnhagen
¿Cuál es el lugar donde se escribió la supuesta carta de Varhagen?,cuál es el lugar donde se escribió la supuesta carta de varhagen
¿Quién era el escribano de ración en 1493?,quién era el escribano de ración en 1493
¿Dónde se cree que se imprimió la carta de Colón a Luis de Santángel?,dónde se cree que se imprimió la carta de colón a luis de santángel
¿Cómo se pudo saber que la carta se debió de imprimir en el taller de Pere Posa?,cómo se pudo saber que la carta se debió de imprimir en el taller de pere posa
¿Cuál es una problemática existente en el análisis de las nebulosas planetarias?,cuál es una problemática existente en el análisis de las nebulosas planetarias
¿Cómo se puede especificar la distancia de las nebulosas planetarias más cercanas?,cómo se puede especificar la distancia de las nebulosas planetarias más cercanas
¿Qué permiten conocer las medidas del efecto Doppler?,qué permiten conocer las medidas del efecto doppler
¿Cuántos años estuvo presente el ejército del Reino Unido en el país asiático?,cuántos años estuvo presente el ejército del reino unido en el país asiático
¿De dónde se retirarán los militares británicos destinados en Afganistán?,de dónde se retirarán los militares británicos destinados en afganistán
¿En qué está trabajando este grupo de ingenieros?,en qué está trabajando este grupo de ingenieros
¿Cuáles son las capacidades de este invento tecnológico?,cuáles son las capacidades de este invento tecnológico
¿Cuántos términos maneja el sistema actualmente?,cuántos términos maneja el sistema actualmente
¿De cuánto va a ser la reducción de impuestos italianos?,de cuánto va a ser la reducción de impuestos italianos
¿Cuánto va a invertir la administración italiana en ayudas al avance?,cuánto va a invertir la administración italiana en ayudas al avance
¿Quién es Massimo D'Alema?,quién es massimo d'alema
¿Para cuándo es su propuesta de cálculos públicos?,para cuándo es su propuesta de cálculos públicos
¿Qué hogares italianos disfrutarán de esta reducción de impuestos?,qué hogares italianos disfrutarán de esta reducción de impuestos
¿Qué quiere lograr D'Alema con estas medidas?,qué quiere lograr d'alema con estas medidas
¿Qué es el PIB?,qué es el pib
¿Qué estiman los cálculos del gobierno italiano para el 2000?,qué estiman los cálculos del gobierno italiano para el 2000
¿Quién es el entrenador del Barça?,quién es el entrenador del barça
¿Qué equipo está contento con que el entrenador del Barça siga siendo el mismo?,qué equipo está contento con que el entrenador del barça siga siendo el mismo
¿Dónde juega el Barça su próximo partido?,dónde juega el barça su próximo partido
¿Qué día de abril destituyeron a Serra Ferrer?,qué día de abril destituyeron a serra ferrer
¿Quién era el anterior entrenador del equipo?,quién era el anterior entrenador del equipo
¿Cuándo fue suscrito el Protocolo de Kyoto por Australia?,cuándo fue suscrito el protocolo de kyoto por australia
¿Cuánto tiempo estuvo en el poder el gobierno conservador en Australia?,cuánto tiempo estuvo en el poder el gobierno conservador en australia
¿Cuál es la única nación desarrollada que no ha suscrito el acuerdo?,cuál es la única nación desarrollada que no ha suscrito el acuerdo
¿Quién sentenció el partido en el que el Villarreal se impuso al Athletic?,quién sentenció el partido en el que el villarreal se impuso al athletic
¿En qué competición tiene opciones aún el Villarreal gracias a este triunfo?,en qué competición tiene opciones aún el villarreal gracias a este triunfo
¿Qué cargo ocupa Carlos Aranda?,qué cargo ocupa carlos aranda
¿Dónde vive Carlos Aranda?,dónde vive carlos aranda
¿Quién es el entrevistado?,quién es el entrevistado
¿Qué actividad escoge el periodista de todas las que realiza?,qué actividad escoge el periodista de todas las que realiza
¿Cuándo se volvió Angkor Wat un destino turístico relevante?,cuándo se volvió angkor wat un destino turístico relevante
¿Cuántos visitantes acudieron a Angkor Wat en 2008?,cuántos visitantes acudieron a angkor wat en 2008
¿Por qué se están protegiendo y acondicionando ciertas partes de Angkor Wat?,por qué se están protegiendo y acondicionando ciertas partes de angkor wat
¿Cuál fue el material usado mayoritariamente en las paredes externas del templo?,cuál fue el material usado mayoritariamente en las paredes externas del templo
¿Quién consideró que se tardaría 300 años en construir Angkor Wat hoy en día?,quién consideró que se tardaría 300 años en construir angkor wat hoy en día
¿Cuánto pesaban las piedras areniscas usadas en el templo?,cuánto pesaban las piedras areniscas usadas en el templo
¿Cuándo se llevará a cabo la autopsia del sospechoso?,cuándo se llevará a cabo la autopsia del sospechoso
¿Cuál es el objetivo de la autopsia del sospechoso?,cuál es el objetivo de la autopsia del sospechoso
¿Dónde se produjeron los disparos?,dónde se produjeron los disparos
¿Quién es Moazzam Begg?,quién es moazzam begg
¿Con quién habló Assange en El Mundo del Mañana?,con quién habló assange en el mundo del mañana
¿De qué volumen formaba parte El desdichado en fingir?,de qué volumen formaba parte el desdichado en fingir
¿Cuántas obras incluía el primer tomo?,cuántas obras incluía el primer tomo
¿Cuándo se publicó el segundo volumen?,cuándo se publicó el segundo volumen
¿Cómo se creó la edición actual de las Obras Dramáticas Completas?,cómo se creó la edición actual de las obras dramáticas completas
¿De qué institución educativa forma parte Ysla Campbell?,de qué institución educativa forma parte ysla campbell
¿Quién editó La manganilla de Melilla?,quién editó la manganilla de melilla
¿Cuál es el nombre que se le da a León en leonés?,cuál es el nombre que se le da a león en leonés
¿A qué autonomía pertenece León?,a qué autonomía pertenece león
¿A cuánto ascendía la población de León en enero de 2019?,a cuánto ascendía la población de león en enero de 2019
¿Cómo se denominaba el campamento militar que fue germen de la ciudad de León?,cómo se denominaba el campamento militar que fue germen de la ciudad de león
¿A qué pueblo pertenecía la urbe de Lancia?,a qué pueblo pertenecía la urbe de lancia
¿Cuál era la ciudad principal del Convento Asturicense?,cuál era la ciudad principal del convento asturicense
¿Cuántos hombres había en León en 2018?,cuántos hombres había en león en 2018
¿Cuándo alcanzó León el pico de habitantes?,cuándo alcanzó león el pico de habitantes
¿Por qué se ha ido reduciendo la población de León desde 1995?,por qué se ha ido reduciendo la población de león desde 1995
¿Cuál es la causa de la crecida de las aguas?,cuál es la causa de la crecida de las aguas
¿Qué países se han visto más castigados por el efecto de los diluvios?,qué países se han visto más castigados por el efecto de los diluvios
¿Cuántas personas han perdido la vida a causa de las riadas?,cuántas personas han perdido la vida a causa de las riadas
¿Qué tipo de videojuego es Twilight Princess?,qué tipo de videojuego es twilight princess
¿Qué permite hacer el botón L en GameCube?,qué permite hacer el botón l en gamecube
¿Qué armas complementan al escudo y la espada que usa Link en las batallas?,qué armas complementan al escudo y la espada que usa link en las batallas
¿Dónde labora Link?,dónde labora link
¿A qué criatura recuerdan los Bulblins?,a qué criatura recuerdan los bulblins
¿Cómo se llama la versión oscura de Hyrule?,cómo se llama la versión oscura de hyrule
¿Qué profesión ejerce Mel Gibson?,qué profesión ejerce mel gibson
¿Qué nacionalidad tiene Mel Gibson?,qué nacionalidad tiene mel gibson
¿Por qué motivo ha sido detenido Mel Gibson?,por qué motivo ha sido detenido mel gibson
¿Quiénes fueron arrestados el jueves 9?,quiénes fueron arrestados el jueves 9
¿Qué partido milita García Romero?,qué partido milita garcía romero
¿Qué son las AUC?,qué son las auc
¿Quién ganó el galardón?,quién ganó el galardón
¿Qué disciplinas pueden eliminar al ser humano?,qué disciplinas pueden eliminar al ser humano
¿A qué se destina la bomba atómica?,a qué se destina la bomba atómica
¿Cómo está la mayoría de los músculos?,cómo está la mayoría de los músculos
¿Cuál fue el galardón obtenido por Isaac Rabi?,cuál fue el galardón obtenido por isaac rabi
¿Cuánto tiempo escribe el doctor al día?,cuánto tiempo escribe el doctor al día
¿Cómo envía mensajes el doctor?,cómo envía mensajes el doctor
¿Cuántas palabras envía el doctor por minuto?,cuántas palabras envía el doctor por minuto
¿Con quién se comunica el doctor?,con quién se comunica el doctor
¿Dónde se produce la voz?,dónde se produce la voz
¿Cuáles son los factores que debe tener en cuenta un observador a la hora de medir la velocidad de un rayo de luz?,cuáles son los factores que debe tener en cuenta un observador a la hora de medir la velocidad de un rayo de luz
¿Cómo verá la el rayo de luz la persona que observe su movimiento a causa de la dilatación temporal?,cómo verá la el rayo de luz la persona que observe su movimiento a causa de la dilatación temporal
¿Cómo mediría un rayo de luz una persona que va tras él?,cómo mediría un rayo de luz una persona que va tras él
¿Quién fue el rival del Deportivo Cali?,quién fue el rival del deportivo cali
¿Quién ganó el partido entre el Deportivo Cali y el Boyacá Chicó?,quién ganó el partido entre el deportivo cali y el boyacá chicó
¿Cuántos goles le metió El Deportivo Cali al Boyacá Chicó?,cuántos goles le metió el deportivo cali al boyacá chicó
¿Cuál fue el rango de Moctezuma II?,cuál fue el rango de moctezuma ii
¿Cómo escribía Hernán Cortés el nombre de Moctezuma?,cómo escribía hernán cortés el nombre de moctezuma
¿Por qué se empleaba el sufijo -tzin para referirse a Moctezuma?,por qué se empleaba el sufijo -tzin para referirse a moctezuma
¿Quiénes eran los padres de Moctezuma?,quiénes eran los padres de moctezuma
¿Cuándo murió Ahuízotl?,cuándo murió ahuízotl
¿Cómo estructuró Moctezuma su territorio?,cómo estructuró moctezuma su territorio
¿Dónde se encuentra el cantón de Huaquillas?,dónde se encuentra el cantón de huaquillas
¿Quién está al mando de la alcaldía de Huaquillas?,quién está al mando de la alcaldía de huaquillas
¿Cuál ha sido el último país en aprobar UNASUR?,cuál ha sido el último país en aprobar unasur
¿Cuándo finaliza el viaje del mandatario uruguayo a Ecuador?,cuándo finaliza el viaje del mandatario uruguayo a ecuador
¿Adónde se trasladó el mandatario uruguayo?,adónde se trasladó el mandatario uruguayo
¿Por qué van a echar del ejército al militar procesado?,por qué van a echar del ejército al militar procesado
¿Quién es el militar sobre el que se ha dictado sentencia?,quién es el militar sobre el que se ha dictado sentencia
¿A través de qué medio difundió la mandataria la carta?,a través de qué medio difundió la mandataria la carta
¿Cuál fue el tratamiento empleado por la mandataria en la carta?,cuál fue el tratamiento empleado por la mandataria en la carta
¿A quién fue dirigida la carta?,a quién fue dirigida la carta
¿Quién ha prestado juramento en este acto celebrado en Argentina?,quién ha prestado juramento en este acto celebrado en argentina
¿Cuándo fueron elegidos estos representantes para el cargo que ocuparán?,cuándo fueron elegidos estos representantes para el cargo que ocuparán
¿Cómo se encuentra el mandatario venezolano según algunos medios fuera del país? ,cómo se encuentra el mandatario venezolano según algunos medios fuera del país
¿Qué han declarado fuentes gubernamentales ante estas informaciones?,qué han declarado fuentes gubernamentales ante estas informaciones
¿Qué enfermedad habría dejado ya atrás el dirigente bolivariano según informó él mismo?,qué enfermedad habría dejado ya atrás el dirigente bolivariano según informó él mismo
¿Qué se demanda en la masiva marcha que ha llegado a la capital mexicana?,qué se demanda en la masiva marcha que ha llegado a la capital mexicana
¿Cuántas vidas se ha cobrado el conflicto imperante en México?,cuántas vidas se ha cobrado el conflicto imperante en méxico
¿Quién estaba al frente de la protesta?,quién estaba al frente de la protesta
¿Quién llevó a cabo la sublevación de la Escuadra de Chile?,quién llevó a cabo la sublevación de la escuadra de chile
¿Cuál fue el motivo de la sublevación?,cuál fue el motivo de la sublevación
¿Cuál era la coyuntura de Chile durante la sublevación?,cuál era la coyuntura de chile durante la sublevación
¿Qué cargo ocupaba Edgardo von Schroeders en la Marina de Chile?,qué cargo ocupaba edgardo von schroeders en la marina de chile
¿De qué entidades acabaron formando parte los principales oficiales involucrados en la represión de la sublevación?,de qué entidades acabaron formando parte los principales oficiales involucrados en la represión de la sublevación
¿Cuál era el objetivo del Frente Nacional Chileno a principios de los años 1940?,cuál era el objetivo del frente nacional chileno a principios de los años 1940
¿Cómo quedaron los países Bajos en la competición?,cómo quedaron los países bajos en la competición
¿A qué país vencieron los países Bajos?,a qué país vencieron los países bajos
¿Quién es el fabricante del Fighting Falcon?,quién es el fabricante del fighting falcon
¿En qué año cambió el Fighting Falcon de desarrollador?,en qué año cambió el fighting falcon de desarrollador
¿Con qué propósito sigue fabricándose hoy en día el Fighting Falcon?,con qué propósito sigue fabricándose hoy en día el fighting falcon
¿Qué tipo de avión es el F-16?,qué tipo de avión es el f-16
¿Cómo se diferencia al F-16 de modelos anteriores?,cómo se diferencia al f-16 de modelos anteriores
¿Cuál es el propósito que tiene su novedoso sistema de control de vuelo?,cuál es el propósito que tiene su novedoso sistema de control de vuelo
¿Cuántas naciones han comprado el F-16?,cuántas naciones han comprado el f-16
¿Cuántos aviones seguían funcionando a finales de 2009 en EE. UU.?,cuántos aviones seguían funcionando a finales de 2009 en ee uu
¿Qué estados han comprado modelos descartados de otros países?,qué estados han comprado modelos descartados de otros países
¿Cuándo se estrenará la obra?,cuándo se estrenará la obra
¿Qué representa la obra?,qué representa la obra
¿Cómo se llama la compañía?,cómo se llama la compañía
¿Cuál era la ciudad favorita de Dalí?,cuál era la ciudad favorita de dalí
¿Quién encarna a Dalí?,quién encarna a dalí
¿Qué personaje aparece constantemente?,qué personaje aparece constantemente
¿Qué cuadro pintó Velázquez?,qué cuadro pintó velázquez
¿Cómo presenta el director la relación entre Dalí y Gala?,cómo presenta el director la relación entre dalí y gala
¿Cuándo se representará el espectáculo en Barcelona?,cuándo se representará el espectáculo en barcelona
¿Quién está al frente del país estadounidense? ,quién está al frente del país estadounidense
¿Con quién se vio Obama el lunes en la Casa Blanca? ,con quién se vio obama el lunes en la casa blanca
¿Cómo se llama la mujer de Bill Gates?,cómo se llama la mujer de bill gates
¿Cuál es el argumento de la película Titanic?,cuál es el argumento de la película titanic
¿Desde dónde partió el Titanic?,desde dónde partió el titanic
¿Quién era Caledon Hockley?,quién era caledon hockley
¿En cuántos cines se proyectó Titanic en el día de su estreno?,en cuántos cines se proyectó titanic en el día de su estreno
¿Cuánto dinero había generado Titanic en el mercado doméstico tras llevar dos semanas en cartelera?,cuánto dinero había generado titanic en el mercado doméstico tras llevar dos semanas en cartelera
¿Cuál fue el día en el que Titanic recaudó más dinero?,cuál fue el día en el que titanic recaudó más dinero
¿Cuál creía Warren Buckland que fue el motivo de la fama de Titanic?,cuál creía warren buckland que fue el motivo de la fama de titanic
¿Cuál es el título de la canción principal de Titanic?,cuál es el título de la canción principal de titanic
¿Cómo se define el contagio de masas?,cómo se define el contagio de masas
¿Cuándo nació Bernardo O'Higgins?,cuándo nació bernardo o'higgins
¿Por qué se considera a O'Higgins uno de los padres de la Patria de Chile?,por qué se considera a o'higgins uno de los padres de la patria de chile
¿Qué función desempeñaba O'Higgins durante la consolidación de la nación de Chile?,qué función desempeñaba o'higgins durante la consolidación de la nación de chile
¿Qué ocurrió poco después de la llegada de O'Higgins a Valparaíso?,qué ocurrió poco después de la llegada de o'higgins a valparaíso
¿De dónde provenía O'Higgins a su llegada a Valparaíso?,de dónde provenía o'higgins a su llegada a valparaíso
¿Quién le dio el pasaporte chileno a O'Higgins?,quién le dio el pasaporte chileno a o'higgins
¿Cuál era el contenido del testamento de Ambrosio O'Higgins?,cuál era el contenido del testamento de ambrosio o'higgins
¿Para qué se trasladó O'Higgins a Chillá?,para qué se trasladó o'higgins a chillá
¿Por qué se quería trasladar O'Higgins a Los Ángeles?,por qué se quería trasladar o'higgins a los ángeles
¿Cómo se abrevia la Organización Mundial de la Salud?,cómo se abrevia la organización mundial de la salud
¿Qué es la COVID-19?,qué es la covid-19
¿A cuánto ascenderían las ganancias ilegales de los imputados?,a cuánto ascenderían las ganancias ilegales de los imputados
¿Con qué operación financiera obtuvieron los detenidos pingües beneficios?,con qué operación financiera obtuvieron los detenidos pingües beneficios
¿Qué práctica fraudulenta imputa la fiscalía a estos inversores de Wall Street?,qué práctica fraudulenta imputa la fiscalía a estos inversores de wall street
¿Dónde falleció Domiciano?,dónde falleció domiciano
¿Cuál era el nombre completo de Domiciano?,cuál era el nombre completo de domiciano
¿Cuándo acabó el mandato de Domiciano?,cuándo acabó el mandato de domiciano
¿Por qué las clases senatoriales y aristocráticas bajo el mandato de Flavio tuvieron mala opinión de este?,por qué las clases senatoriales y aristocráticas bajo el mandato de flavio tuvieron mala opinión de este
¿Cuándo terminó Plinio sus escritos sobre el reinado de Domiciano?,cuándo terminó plinio sus escritos sobre el reinado de domiciano
¿Cuáles son los únicos escritos datados durante el reinado de Domiciano?,cuáles son los únicos escritos datados durante el reinado de domiciano
¿Qué es Amnistía Internacional? ,qué es amnistía internacional
¿Qué le ha pedido AI a Irán?,qué le ha pedido ai a irán
¿Cuántos profesionales de la comunicación han sido detenidos según AI?,cuántos profesionales de la comunicación han sido detenidos según ai
¿Dónde se han producido los hechos?,dónde se han producido los hechos
¿Cuántas víctimas mortales ha provocado el tiroteo?,cuántas víctimas mortales ha provocado el tiroteo
¿Qué cargo ocupa Jair Bolsonaro?,qué cargo ocupa jair bolsonaro
¿Cuánto será Jair Bolsonaro presidente oficial de Brasil?,cuánto será jair bolsonaro presidente oficial de brasil
¿Cuánto bajó el paro masculino en mayo?,cuánto bajó el paro masculino en mayo
¿Dónde subió el paro?,dónde subió el paro
¿Qué comunidad experimentó la máxima bajada del paro?,qué comunidad experimentó la máxima bajada del paro
"¿Cuándo alcanzó la tasa de paro femenino el 15,08 por ciento?",cuándo alcanzó la tasa de paro femenino el 1508 por ciento
¿Cómo fueron suscritos los contratos indefinidos?,cómo fueron suscritos los contratos indefinidos
¿Cuántos contratos indefinidos hubo el anterior mes de mayo?,cuántos contratos indefinidos hubo el anterior mes de mayo
¿Cómo son la mayoría de los contratos indefinidos?,cómo son la mayoría de los contratos indefinidos
¿Gracias a qué fue firmada la mayoría de los contratos indefinidos?,gracias a qué fue firmada la mayoría de los contratos indefinidos
¿Qué tipo de contrato ha aumentado?,qué tipo de contrato ha aumentado
¿Desde cuándo está en vigor la reforma laboral?,desde cuándo está en vigor la reforma laboral
¿Quién está al frente de los EEUU?,quién está al frente de los eeuu
¿Qué cargo ocupa Dana Perino?,qué cargo ocupa dana perino
¿Cuáles son las siglas de General Motors?,cuáles son las siglas de general motors
¿Cuándo se disputarán los cuartos de final?,cuándo se disputarán los cuartos de final
¿Contra quién perdió Gales?,contra quién perdió gales
¿Qué jugador de Fiyi está lesionado?,qué jugador de fiyi está lesionado
¿Qué vacante del gabinete presidencial permanece libre?,qué vacante del gabinete presidencial permanece libre
¿Quién será el nuevo secretario del departamento de Veteranos?,quién será el nuevo secretario del departamento de veteranos
¿Cuál es el puesto actual de David Shulkin?,cuál es el puesto actual de david shulkin
¿Cuántas personas murieron a causa del terremoto en Japón?,cuántas personas murieron a causa del terremoto en japón
¿De cuántos grados fue el terremoto en Japón?,de cuántos grados fue el terremoto en japón
¿Cuánta gente no volvió a ser vista tras el terremoto en Japón?,cuánta gente no volvió a ser vista tras el terremoto en japón
¿Cuándo defenderá el mandatario su propuesta?,cuándo defenderá el mandatario su propuesta
¿En qué consiste el proyecto de Obama?,en qué consiste el proyecto de obama
¿Quién aboga por la reforma del sistema sanitario?,quién aboga por la reforma del sistema sanitario
¿Cuál se cree que es la antigüedad de la piratería?,cuál se cree que es la antigüedad de la piratería
¿Cómo se define la piratería?,cómo se define la piratería
¿Dónde se puede leer la definición de la piratería según el Derecho Internacional?,dónde se puede leer la definición de la piratería según el derecho internacional
¿Cuál era la opinión acerca de la homosexualidad en el ambiente marítimo?,cuál era la opinión acerca de la homosexualidad en el ambiente marítimo
¿Cómo se sentían la mayor parte de los piratas acerca de las relaciones heterosexuales?,cómo se sentían la mayor parte de los piratas acerca de las relaciones heterosexuales
¿Qué era el matelotage?,qué era el matelotage
¿Qué política ya no puede ejercer su cargo?,qué política ya no puede ejercer su cargo
¿De dónde es María Corina Machado?,de dónde es maría corina machado
¿Quién recibió el sobrenombre de Momia de Mánchester?,quién recibió el sobrenombre de momia de mánchester
¿En qué mes murió Hannah Beswick?,en qué mes murió hannah beswick
¿Qué le causaba pánico a Beswick?,qué le causaba pánico a beswick
¿Quién decidió embalsamar a Beswick?,quién decidió embalsamar a beswick
¿Qué le generaba una especial fascinación al doctor White durante sus tiempos como estudiante?,qué le generaba una especial fascinación al doctor white durante sus tiempos como estudiante
¿Cómo murió Thomas Higgins?,cómo murió thomas higgins
¿En qué lugar se guardó en primer lugar el cuerpo momificado?,en qué lugar se guardó en primer lugar el cuerpo momificado
¿Qué parte del cuerpo momificado fue tapado durante el tiempo en que fue conservado en la casa del doctor White?,qué parte del cuerpo momificado fue tapado durante el tiempo en que fue conservado en la casa del doctor white
¿Con qué otro nombre nos podemos referir al cuerpo momificado?,con qué otro nombre nos podemos referir al cuerpo momificado
¿Cuál es la frontera natural entre Costa Rica y Nicaragua?,cuál es la frontera natural entre costa rica y nicaragua
¿Qué territorio reivindican como propio Costa Rica y Nicaragua?,qué territorio reivindican como propio costa rica y nicaragua
¿Cuándo comenzó la disputa por la Isla Calero?,cuándo comenzó la disputa por la isla calero
¿Cómo aprenden español los estudiantes ingleses con Sonica?,cómo aprenden español los estudiantes ingleses con sonica
¿Qué software quiere introducir el gobierno inglés en los colegios públicos?,qué software quiere introducir el gobierno inglés en los colegios públicos
¿Qué idioma está ganando popularidad en Reino Unido?,qué idioma está ganando popularidad en reino unido
¿Qué se ha encontrado en Venezuela según ha informado su presidente?,qué se ha encontrado en venezuela según ha informado su presidente
¿Quiénes han propiciado el descubrimiento?,quiénes han propiciado el descubrimiento
¿Dónde se halla el depósito de gas?,dónde se halla el depósito de gas
¿Cómo se abrevia Human Rights Watch?,cómo se abrevia human rights watch
¿Cómo ha descrito HRW la política que lleva el gobierno de Calderón?,cómo ha descrito hrw la política que lleva el gobierno de calderón
¿Cuántas personas se han infectado de COVID-19 en Perú?,cuántas personas se han infectado de covid-19 en perú
¿Qué nombre recibe la vacuna del país chino?,qué nombre recibe la vacuna del país chino
¿A quién le han puesto dos veces la Sinopharm?,a quién le han puesto dos veces la sinopharm
¿Cuándo se celebrarán las próximas votaciones?,cuándo se celebrarán las próximas votaciones
¿Qué porcentaje de votos consiguió el PSOE?,qué porcentaje de votos consiguió el psoe
¿Quién obtendrá más votos de acuerdo con las encuestas?,quién obtendrá más votos de acuerdo con las encuestas
¿Cómo quema la estrella hidrógeno en su núcleo en la secuencia principal?,cómo quema la estrella hidrógeno en su núcleo en la secuencia principal
¿Cuál es el porcentaje de tiempo que pasa una estrella en la secuencia principal?,cuál es el porcentaje de tiempo que pasa una estrella en la secuencia principal
¿Cómo se define la fase de la SP?,cómo se define la fase de la sp
¿Cómo es la nebulosa creada por la radiación ionizante de las capas expulsadas de la estrella?,cómo es la nebulosa creada por la radiación ionizante de las capas expulsadas de la estrella
¿Cómo es el final de la vida de una estrella aislada de masa intermedia?,cómo es el final de la vida de una estrella aislada de masa intermedia
¿Cuáles son las estrellas que expulsan sus capas exteriores durante la fase de gigante roja?,cuáles son las estrellas que expulsan sus capas exteriores durante la fase de gigante roja
¿Cómo se presentaron los samuráis en las películas grabadas tras la Segunda Guerra Mundial?,cómo se presentaron los samuráis en las películas grabadas tras la segunda guerra mundial
¿Quién representó a los samuráis como figuras solitarias?,quién representó a los samuráis como figuras solitarias
¿Dónde eran los samuráis habituales en el cine?,dónde eran los samuráis habituales en el cine
¿Cómo se llamaban las primeras armaduras?,cómo se llamaban las primeras armaduras
¿Cuál era el material empleado para fabricar las tankō?,cuál era el material empleado para fabricar las tankō
¿Por qué se cubría la superficie de metal de las armaduras de laca laminar?,por qué se cubría la superficie de metal de las armaduras de laca laminar
¿Qué nación dirigía Gnassingbe Eyadema?,qué nación dirigía gnassingbe eyadema
¿Qué país tiene presencia militar en Togo?,qué país tiene presencia militar en togo
¿Quién comandaba las tropas árabes en  706?,quién comandaba las tropas árabes en  706
¿Cómo estaban organizados los pueblos de «la tierra más allá del río»?,cómo estaban organizados los pueblos de «la tierra más allá del río»
¿A qué países actuales pertenecen parte de los territorios conquistados?,a qué países actuales pertenecen parte de los territorios conquistados
¿Quién tomo el poder en Rusia después de la Revolución?,quién tomo el poder en rusia después de la revolución
¿En qué año se hizo la revolución bolchevique?,en qué año se hizo la revolución bolchevique
¿Entre quién buscaron aliados los comunistas?,entre quién buscaron aliados los comunistas
¿Cuánto duró el partido de Wozniacki contra Halep?,cuánto duró el partido de wozniacki contra halep
¿Qué título obtuvo Wozniacki este sábado?,qué título obtuvo wozniacki este sábado
¿Dónde consiguió Wozniacki el Grand Slam?,dónde consiguió wozniacki el grand slam
¿Quién ha abandonado su puesto de trabajo en Colombia?,quién ha abandonado su puesto de trabajo en colombia
¿Qué cargo tenía Juan Manuel Santos?,qué cargo tenía juan manuel santos
¿Qué edad tiene Santos?,qué edad tiene santos
¿Dónde se celebra el Foro Económico Mundial?,dónde se celebra el foro económico mundial
¿Qué cargo ocupa Philip Jennings?,qué cargo ocupa philip jennings
¿Por qué Europa va más retrasada a EEUU respecto a Internet según Gates?,por qué europa va más retrasada a eeuu respecto a internet según gates
¿Cuánto cuesta el Internet al mes en EEUU?,cuánto cuesta el internet al mes en eeuu
¿Cuántos días ha permanecido en el hospital Nelson Mandela?,cuántos días ha permanecido en el hospital nelson mandela
¿Qué edad tiene el expresidente sudafricano?,qué edad tiene el expresidente sudafricano
¿Dónde acabará el tratamiento para la enfermedad que padece?,dónde acabará el tratamiento para la enfermedad que padece
¿Durante qué conflicto bélico tuvo lugar el naufragio del Belgrano?,durante qué conflicto bélico tuvo lugar el naufragio del belgrano
¿Por qué se creó una gran controversia tanto en Argentina como en Reino Unido por el hundimiento del Belgrano?,por qué se creó una gran controversia tanto en argentina como en reino unido por el hundimiento del belgrano
¿Quién fue el responsable del ataque al Belgrano?,quién fue el responsable del ataque al belgrano
¿Cuándo se llevan a cabo los homenajes por los muertos en el hundimiento del Belgrano?,cuándo se llevan a cabo los homenajes por los muertos en el hundimiento del belgrano
¿Cuántas personas perecieron en el naufragio del Belgrano?,cuántas personas perecieron en el naufragio del belgrano
¿Cómo se llama la organización que se encarga de mantener vivo el recuerdo del navío?,cómo se llama la organización que se encarga de mantener vivo el recuerdo del navío
¿Dónde se ha desmontado la red de trata de personas?,dónde se ha desmontado la red de trata de personas
¿A quién han detenido las autoridades en Madrid?,a quién han detenido las autoridades en madrid
¿Qué nombre adoptaba la banda criminal para engañar a sus víctimas?,qué nombre adoptaba la banda criminal para engañar a sus víctimas
¿Cuánto cobraba la banda criminal a sus víctimas?,cuánto cobraba la banda criminal a sus víctimas
¿Cuál era el objetivo de la banda criminal de Madrid?,cuál era el objetivo de la banda criminal de madrid
¿Quiénes fueron las pioneras en ofrecer servicios digitales?,quiénes fueron las pioneras en ofrecer servicios digitales
¿Qué entidad lidera Braulio Medel?,qué entidad lidera braulio medel
¿Cómo se llama el líder de Unicaja?,cómo se llama el líder de unicaja
¿Qué motiva la inclusión de servicios digitales según Medel?,qué motiva la inclusión de servicios digitales según medel
¿Cuánto hace que se otorgan los premios?,cuánto hace que se otorgan los premios
¿Cuándo se celebra la entrega de los premios?,cuándo se celebra la entrega de los premios
¿Dónde tiene lugar la entrega de los premios?,dónde tiene lugar la entrega de los premios
¿Quién fundó los premios?,quién fundó los premios
¿Qué músico da nombre a los premios?,qué músico da nombre a los premios
¿Cuándo se celebrará el partido?,cuándo se celebrará el partido
¿Qué posición ocupa Ana Isabel Forner?,qué posición ocupa ana isabel forner
¿Qué enfermedad padecen las jugadoras?,qué enfermedad padecen las jugadoras
