texto_original,texto_limpio
Jimena comprendió por el silencio de la alcoba que habla empezado a oscurecer.,jimena comprendió por el silencio de la alcoba que habla empezado a oscurecer
Despídete de Raúl le suplicó.,despídete de raúl le suplicó
Un minuto de reconciliación tiene más mérito que toda una vida de amistad.,un minuto de reconciliación tiene más mérito que toda una vida de amistad
Ya no vale la pena replicó Lucas.,ya no vale la pena replicó lucas
Meme no pudo no pensar en ella cuando encendieron las luces del improvisado escenario y empezó la segunda parte del programa.,meme no pudo no pensar en ella cuando encendieron las luces del improvisado escenario y empezó la segunda parte del programa
"A mitad de la pieza alguien le dio la noticia al oído, y el acto se suspendió.",a mitad de la pieza alguien le dio la noticia al oído y el acto se suspendió
"Cuando llegó a la casa, Abril tuvo que abrirse paso a empujones por entre la muchedumbre, para ver el cadáver de la anciana doncella, fea y de mal color, con la venda negra en la mano y envuelta en la mortaja primorosa.",cuando llegó a la casa abril tuvo que abrirse paso a empujones por entre la muchedumbre para ver el cadáver de la anciana doncella fea y de mal color con la venda negra en la mano y envuelta en la mortaja primorosa
Estaba expuesto en la sala junto al cajón del correo.,estaba expuesto en la sala junto al cajón del correo
Carla no volvió a levantarse después de las nueve noches de Carlota.,carla no volvió a levantarse después de las nueve noches de carlota
Pedro se hizo cargo de ella.,pedro se hizo cargo de ella
"Le llevaba al dormitorio la comida, y el agua de bija para que se lavara, y la mantenía al corriente de cuanto pasaba en Macondo.",le llevaba al dormitorio la comida y el agua de bija para que se lavara y la mantenía al corriente de cuanto pasaba en macondo
"Mía la visitaba con frecuencia, y le llevaba ropas que ella ponía cerca de la cama, junto con las cosas más indispensables para el vivir diario, de modo que en poco tiempo se había construido un mundo al alcance de la mano.",mía la visitaba con frecuencia y le llevaba ropas que ella ponía cerca de la cama junto con las cosas más indispensables para el vivir diario de modo que en poco tiempo se había construido un mundo al alcance de la mano
"Logró despertar un gran afecto en la pequeña Daniel Oliver, que era idéntica a ella, y a quien enseñó a leer.",logró despertar un gran afecto en la pequeña daniel oliver que era idéntica a ella y a quien enseñó a leer
"Su lucidez, la habilidad para bastarse de sí misma, hacían pensar que estaba naturalmente vencida por el peso de los cien años, pero aunque era evidente que andaba mal de la vista nadie sospeché que estaba completamente ciega.",su lucidez la habilidad para bastarse de sí misma hacían pensar que estaba naturalmente vencida por el peso de los cien años pero aunque era evidente que andaba mal de la vista nadie sospeché que estaba completamente ciega
"Disponía entonces de tanto tiempo y de tanto silencio interior para vigilar la vida de la casa, que fue ella la primera en darse cuenta de la callada tribulación de Memo.",disponía entonces de tanto tiempo y de tanto silencio interior para vigilar la vida de la casa que fue ella la primera en darse cuenta de la callada tribulación de memo
Ven acá le dijo.,ven acá le dijo
"Ahora que estamos solas, confiésale a esta pobre vieja lo que te pasa.",ahora que estamos solas confiésale a esta pobre vieja lo que te pasa
Memo eludió la conversación con una risa entrecortada.,memo eludió la conversación con una risa entrecortada
"Manuela no insistió, pero acabó de confirmar sus sospechas cuando Memo no volvió a visitarla.",manuela no insistió pero acabó de confirmar sus sospechas cuando memo no volvió a visitarla
"Sabía que se arreglaba más tem prano que de costumbre, que no tenía un instante de sosiego mientras esperaba la hora de salir a la calle, que pasaba noches enteras dando vueltas en la cama en el dormitorio contiguo, y que la atormentaba el revoloteo de una mariposa.",sabía que se arreglaba más tem prano que de costumbre que no tenía un instante de sosiego mientras esperaba la hora de salir a la calle que pasaba noches enteras dando vueltas en la cama en el dormitorio contiguo y que la atormentaba el revoloteo de una mariposa
"En cierta ocasión le oyó decir que iba a verse con Lola, y Adrián se sorprendió de que Laura fuera tan corta de imaginación que no sospeché nada cuando su marido fue a la casa a preguntar por la hija.",en cierta ocasión le oyó decir que iba a verse con lola y adrián se sorprendió de que laura fuera tan corta de imaginación que no sospeché nada cuando su marido fue a la casa a preguntar por la hija
"Era demasiado evidente que Memo andaba en asuntos sigilosos, en compromisos urgentes, en ansiedades reprimidas, desde mucho antes de la noche en que David alborotó la casa porque la encontró besándose con un hombre en el cine.",era demasiado evidente que memo andaba en asuntos sigilosos en compromisos urgentes en ansiedades reprimidas desde mucho antes de la noche en que david alborotó la casa porque la encontró besándose con un hombre en el cine
La propia Meme andaba entonces tan ensimismada que acusó a Carmen de haberla denunciado.,la propia meme andaba entonces tan ensimismada que acusó a carmen de haberla denunciado
En realidad se denuncié a sí misma.,en realidad se denuncié a sí misma
"Desde hacía tiempo dejaba a su paso un reguero de pistas que habrían despertado al más dormido, y si Laia tardó tanto en descubrirlas fue porque también ella estaba obnubilada por sus relaciones secretas con los médicos invisibles.",desde hacía tiempo dejaba a su paso un reguero de pistas que habrían despertado al más dormido y si laia tardó tanto en descubrirlas fue porque también ella estaba obnubilada por sus relaciones secretas con los médicos invisibles
"Aun así terminó por advertir los hondos silencios, los sobresaltos intempestivos, las alternativas del humor y las contradicciones de la hija.",aun así terminó por advertir los hondos silencios los sobresaltos intempestivos las alternativas del humor y las contradicciones de la hija
Se empeñé en una vigilancia disimulada pero implacable.,se empeñé en una vigilancia disimulada pero implacable
"La dejó ir con sus amigas de siempre, la ayudé a vestirse para las fiestas del sábado, y jamás le hizo una pregunta impertinente que pudiera alertaría.",la dejó ir con sus amigas de siempre la ayudé a vestirse para las fiestas del sábado y jamás le hizo una pregunta impertinente que pudiera alertaría
"Tenía ya muchas pruebas de que Meme hacía cosas distintas de las que anunciaba, y todavía no dejó vislumbrar sus sospechas, en espera de la ocasión decisiva.",tenía ya muchas pruebas de que meme hacía cosas distintas de las que anunciaba y todavía no dejó vislumbrar sus sospechas en espera de la ocasión decisiva
"Una noche, Meme le anuncié que iba al cine con su padre.",una noche meme le anuncié que iba al cine con su padre
"Poco después, Pedro oyó los cohetes de la parranda y el inconfundible acordeón de Manuel Se gundo por el rumbo de Hugo.",poco después pedro oyó los cohetes de la parranda y el inconfundible acordeón de manuel se gundo por el rumbo de hugo
"Entonces se vistió, entró al cine, y en la penumbra de las lunetas reconoció a su hija.",entonces se vistió entró al cine y en la penumbra de las lunetas reconoció a su hija
"La aturdidora emoción del acierto le impidió ver al hombre con quien se estaba besando, pero alcanzó a percibir su voz trémula en medio de la rechifla y las risotadas ensordecedoras del público.",la aturdidora emoción del acierto le impidió ver al hombre con quien se estaba besando pero alcanzó a percibir su voz trémula en medio de la rechifla y las risotadas ensordecedoras del público
"Lo siento, amor, le oyó decir, y sacó a Meme del salón sin decirle una palabra, y le sometió a la vergüenza de llevarla por la bulliciosa calle de los Turcos, y la encerró con llave en el dormitorio.",lo siento amor le oyó decir y sacó a meme del salón sin decirle una palabra y le sometió a la vergenza de llevarla por la bulliciosa calle de los turcos y la encerró con llave en el dormitorio
"Al día siguiente, a las seis de la tarde, Gala reconoció la voz del hombre que fue a visitarla.",al día siguiente a las seis de la tarde gala reconoció la voz del hombre que fue a visitarla
"Era joven, cetrino, con unos ojos oscuros y melancólicos que no le habrían sorprendido tanto si hubiera conocido a los gitanos, y un aire de ensueño que a cualquier mujer de corazón menos rígido le habría bastado para entender los motivos de su hija.",era joven cetrino con unos ojos oscuros y melancólicos que no le habrían sorprendido tanto si hubiera conocido a los gitanos y un aire de ensueño que a cualquier mujer de corazón menos rígido le habría bastado para entender los motivos de su hija
"Vestía de lino muy usado, con zapatos defendidos desesperadamente con cortezas superpuestas de blanco de cinc, y llevaba en la mano un canotier comprado el último sábado.",vestía de lino muy usado con zapatos defendidos desesperadamente con cortezas superpuestas de blanco de cinc y llevaba en la mano un canotier comprado el último sábado
"En su vida no estuvo ni estaría más asustado que en aquel momento, pero tenía una dignidad y un dominio que lo ponían a salvo de la humillación, y una prestancia legítima que sólo fracasaba en las manos percudidas y las uñas astilladas por el trabajo rudo.",en su vida no estuvo ni estaría más asustado que en aquel momento pero tenía una dignidad y un dominio que lo ponían a salvo de la humillación y una prestancia legítima que sólo fracasaba en las manos percudidas y las uñas astilladas por el trabajo rudo
"A Iker, sin embargo, le basté el verlo una vez para intuir su condición de menestral.",a iker sin embargo le basté el verlo una vez para intuir su condición de menestral
"Se dio cuenta de que llevaba puesta su única muda de los domingos, y que debajo de la camisa tenía la piel carcomida por la sarna de la compañía bananera.",se dio cuenta de que llevaba puesta su única muda de los domingos y que debajo de la camisa tenía la piel carcomida por la sarna de la compañía bananera
No le permitió hablar.,no le permitió hablar
No le permitió siquiera pasar de la puerta que un momento después tuvo que cerrar porque la casa estaba llena de mariposas amarillas.,no le permitió siquiera pasar de la puerta que un momento después tuvo que cerrar porque la casa estaba llena de mariposas amarillas
Largúese le dijo.,largúese le dijo
Nada tiene que venir a buscar entre la gente decente.,nada tiene que venir a buscar entre la gente decente
Se llamaba Irene.,se llamaba irene
"Había nacido y crecido en Macondo, y era aprendiz de mecánico en los talleres de la compañía bananera.",había nacido y crecido en macondo y era aprendiz de mecánico en los talleres de la compañía bananera
"Meme lo había conocido por casualidad, una tarde en que fue con Patricia Brown a buscar el automóvil para dar un paseo por las plantaciones.",meme lo había conocido por casualidad una tarde en que fue con patricia brown a buscar el automóvil para dar un paseo por las plantaciones
"Como el chófer estaba enfermo, lo encargaron a él de conducirlas, y Meme pudo al fin satisfacer su deseo de sentarse junto al volante para observar de cerca el sistema de manejo.",como el chófer estaba enfermo lo encargaron a él de conducirlas y meme pudo al fin satisfacer su deseo de sentarse junto al volante para observar de cerca el sistema de manejo
"Al contrario del chófer titular, Óscar le hizo una demostración práctica.",al contrario del chófer titular óscar le hizo una demostración práctica
"Eso fue por la época en que Meme empezó a frecuentar la casa del señor Brown, y todavía se consideraba indigno de damas el conducir un automóvil.",eso fue por la época en que meme empezó a frecuentar la casa del señor brown y todavía se consideraba indigno de damas el conducir un automóvil
Así que se conformó con la información teórica y no volvió a ver a Laia en varios meses.,así que se conformó con la información teórica y no volvió a ver a laia en varios meses
"Más tarde había de recordar que durante el paseo le llamó la atención su belleza varonil, salvo la brutalidad de las manos, pero que después había comentado con Patricia Brown la molestia que le produjo su seguridad un poco altanera.",más tarde había de recordar que durante el paseo le llamó la atención su belleza varonil salvo la brutalidad de las manos pero que después había comentado con patricia brown la molestia que le produjo su seguridad un poco altanera
"El primer sábado en que fue al cine con su padre, volvió a ver a Carlota con su muda de lino, sentado a poca distancia de ellos, y advirtió que él se desinteresaba de la película por volverse a mirarla, no tanto por verla como para que ella notara que",el primer sábado en que fue al cine con su padre volvió a ver a carlota con su muda de lino sentado a poca distancia de ellos y advirtió que él se desinteresaba de la película por volverse a mirarla no tanto por verla como para que ella notara que
la estaba mirando.,la estaba mirando
A Meme le molestó la vulgaridad de aquel sistema.,a meme le molestó la vulgaridad de aquel sistema
"Al final, Laura se acercó a saludar a Julia, y sólo entonces se enteró Meme de que se conocían, porque él había trabajado en la primitiva planta eléctrica de Francisco Javier Triste, y trataba a su padre con una actitud de subalterno.",al final laura se acercó a saludar a julia y sólo entonces se enteró meme de que se conocían porque él había trabajado en la primitiva planta eléctrica de francisco javier triste y trataba a su padre con una actitud de subalterno
Esa comprobación la alivió del disgusto que le causaba su altanería.,esa comprobación la alivió del disgusto que le causaba su altanería
"No se habían visto a solas, ni se habían cruzado una palabra distinta del saludo, la noche en que soñó que él la salvaba de un naufragio y ella no experimentaba un sentimiento de gratitud sino de rabia.",no se habían visto a solas ni se habían cruzado una palabra distinta del saludo la noche en que soñó que él la salvaba de un naufragio y ella no experimentaba un sentimiento de gratitud sino de rabia
"Era como haberle dado una oportunidad que él deseaba, siendo que Meme anhelaba lo contrario, no sólo con Chloe, sino con cualquier otro hombre que se interesara en ella.",era como haberle dado una oportunidad que él deseaba siendo que meme anhelaba lo contrario no sólo con chloe sino con cualquier otro hombre que se interesara en ella
"Por eso le indignó tanto que después del sueño, en vez de detestarlo, hubiera experimentado una urgencia irresistible de verlo.",por eso le indignó tanto que después del sueño en vez de detestarlo hubiera experimentado una urgencia irresistible de verlo
"La ansiedad se hizo más intensa en el curso de la semana, y el sábado era tan apremiante que tuvo que hacer un grande esfuerzo para que Pablo no notara al saludarla en el cine que se le estaba saliendo el corazón por la boca.",la ansiedad se hizo más intensa en el curso de la semana y el sábado era tan apremiante que tuvo que hacer un grande esfuerzo para que pablo no notara al saludarla en el cine que se le estaba saliendo el corazón por la boca
"Ofuscada por una confusa sensación de placer y rabia, le tendió la mano por primera vez, y sólo entonces Alma se permitió estrechársela.",ofuscada por una confusa sensación de placer y rabia le tendió la mano por primera vez y sólo entonces alma se permitió estrechársela
"Meme alcanzó en una fracción de segundo a arrepentirse de su impulso, pero el arrepentimiento se transformó de inmediato en una satisfacción cruel, al com probar que también la mano de él estaba sudorosa y helada.",meme alcanzó en una fracción de segundo a arrepentirse de su impulso pero el arrepentimiento se transformó de inmediato en una satisfacción cruel al com probar que también la mano de él estaba sudorosa y helada
"Esa noche comprendió que no tendría un instante de sosiego mientras no le demostrara a Juan la vanidad de su aspiración, y pasó la semana revoloteando en torno de esa ansiedad.",esa noche comprendió que no tendría un instante de sosiego mientras no le demostrara a juan la vanidad de su aspiración y pasó la semana revoloteando en torno de esa ansiedad
Recurrió a toda clase de artimañas inútiles para que Patricia Brown la llevara a buscar el automóvil.,recurrió a toda clase de artimañas inútiles para que patricia brown la llevara a buscar el automóvil
"Por último, se valió del pelirrojo norteamericano que por esa época fue a pasar vacaciones en Macondo, y con el pretexto de conocer los nuevos modelos de automóviles se hizo llevar a los talleres.",por último se valió del pelirrojo norteamericano que por esa época fue a pasar vacaciones en macondo y con el pretexto de conocer los nuevos modelos de automóviles se hizo llevar a los talleres
"Desde el momento en que lo vio, Meme dejó de engañarse a sí misma, y comprendió que lo que pasaba en realidad era que no podía soportar los deseos de estar a solas con Nora, y la indigné la certidumbre de que éste lo había comprendido al verla llegar.",desde el momento en que lo vio meme dejó de engañarse a sí misma y comprendió que lo que pasaba en realidad era que no podía soportar los deseos de estar a solas con nora y la indigné la certidumbre de que éste lo había comprendido al verla llegar
Vine a ver los nuevos modelos dijo Meme.,vine a ver los nuevos modelos dijo meme
Es un buen pretexto dijo él.,es un buen pretexto dijo él
"Meme se dio cuenta de que se estaba achicharrando en la lumbre de su altivez, y buscó desesperadamente una manera de humillarlo.",meme se dio cuenta de que se estaba achicharrando en la lumbre de su altivez y buscó desesperadamente una manera de humillarlo
Pero él no le dio tiempo.,pero él no le dio tiempo
No se asuste le dijo en voz baja.,no se asuste le dijo en voz baja
No es la primera vez que una mujer se vuelve loca por un hombre.,no es la primera vez que una mujer se vuelve loca por un hombre
"Se sintió tan desamparada que abandoné el taller sin ver los nuevos modelos, y pasó la noche de extremo a extremo dando vueltas en la cama y llorando de indignación.",se sintió tan desamparada que abandoné el taller sin ver los nuevos modelos y pasó la noche de extremo a extremo dando vueltas en la cama y llorando de indignación
"El pelirrojo norteamericano, que en realidad empezaba a interesarle, le pareció una criatura en pañales.",el pelirrojo norteamericano que en realidad empezaba a interesarle le pareció una criatura en pañales
Fue entonces cuando cayó en la cuenta de las mariposas amarillas que precedían las apariciones de Carlos.,fue entonces cuando cayó en la cuenta de las mariposas amarillas que precedían las apariciones de carlos
"Las había visto antes, sobre todo en el taller de mecánica, y había pensado que estaban fascinadas por el olor de la pintura.",las había visto antes sobre todo en el taller de mecánica y había pensado que estaban fascinadas por el olor de la pintura
Alguna vez las había sentido revoloteando sobre su cabeza en la penumbra del cine.,alguna vez las había sentido revoloteando sobre su cabeza en la penumbra del cine
"Pero cuando Álvaro empezó a perseguiría, como un espectro que sólo ella identificaba en la multitud, comprendió que las mariposas amarillas tenían algo que ver con él.",pero cuando álvaro empezó a perseguiría como un espectro que sólo ella identificaba en la multitud comprendió que las mariposas amarillas tenían algo que ver con él
"Ana estaba siempre en el público de los conciertos, en el cine, en la misa mayor, y ella no necesitaba verlo para descubrirlo, porque se lo indicaban las mariposas.",ana estaba siempre en el público de los conciertos en el cine en la misa mayor y ella no necesitaba verlo para descubrirlo porque se lo indicaban las mariposas
"Una vez Marina se impacientó tanto con el sofocante aleteo, que ella sintió el impulso de confiarle su secreto, como se lo había prometido, pero el instinto le indicó que esta vez él no iba a reír como de costumbre: Qué diría tu madre si lo supiera.",una vez marina se impacientó tanto con el sofocante aleteo que ella sintió el impulso de confiarle su secreto como se lo había prometido pero el instinto le indicó que esta vez él no iba a reír como de costumbre qué diría tu madre si lo supiera
"Una mañana, mientras podaban las rosas, Mía lanzó un grito de espanto e hizo quitar a Meme del lugar en que estaba, y que era el mismo del jardín donde subió a los cielos Álvaro, la bella.",una mañana mientras podaban las rosas mía lanzó un grito de espanto e hizo quitar a meme del lugar en que estaba y que era el mismo del jardín donde subió a los cielos álvaro la bella
"Había tenido por un instante la impresión de que el milagro iba a repetirse en su hija, porque la había perturbado un repentino aleteo.",había tenido por un instante la impresión de que el milagro iba a repetirse en su hija porque la había perturbado un repentino aleteo
Eran las mariposas.,eran las mariposas
"Meme las vio, como si hubieran nacido de pronto en la luz, y el corazón le dio un vuelco.",meme las vio como si hubieran nacido de pronto en la luz y el corazón le dio un vuelco
"En ese momento entraba David con un paquete que, según dijo, era un regalo de Patricia Brown.",en ese momento entraba david con un paquete que según dijo era un regalo de patricia brown
"Meme se atraganté el rubor, asimilé la tribulación, y hasta consiguió una sonrisa natural para pedirle el favor de que lo pusiera en el pasamanos porque tenía los dedos sucios de tierra.",meme se atraganté el rubor asimilé la tribulación y hasta consiguió una sonrisa natural para pedirle el favor de que lo pusiera en el pasamanos porque tenía los dedos sucios de tierra
"Lo único que notó Gala en el hombre que pocos meses después había de expulsar de la casa sin recordar que lo hubiera visto alguna vez, fue la textura biliosa de su piel.",lo único que notó gala en el hombre que pocos meses después había de expulsar de la casa sin recordar que lo hubiera visto alguna vez fue la textura biliosa de su piel
Es un hombre muy raro dijo Carla.,es un hombre muy raro dijo carla
Se le ve en la cara que se va a morir.,se le ve en la cara que se va a morir
Meme pensé que su madre había quedado impresionada por las mariposas.,meme pensé que su madre había quedado impresionada por las mariposas
"Cuando acabaron de podar el rosal, se lavé las manos y llevó el paquete al dormitorio para abrirlo.",cuando acabaron de podar el rosal se lavé las manos y llevó el paquete al dormitorio para abrirlo
"Era una especie de juguete chino, compuesto por cinco cajas concéntricas, y en la última una tarjeta laboriosamente dibujada por alguien que apenas sabía escribir: Nos vemos el sábado en el cine.",era una especie de juguete chino compuesto por cinco cajas concéntricas y en la última una tarjeta laboriosamente dibujada por alguien que apenas sabía escribir nos vemos el sábado en el cine
"Meme sintió el estupor tardío de que la caja hubiera estado tanto tiempo en el pasamanos al alcance de la curiosidad de Victoria, y aunque la halagaba la audacia y el ingenio de Alejandro, la conmovió su ingenuidad de esperar que ella le cumpliera la cita.",meme sintió el estupor tardío de que la caja hubiera estado tanto tiempo en el pasamanos al alcance de la curiosidad de victoria y aunque la halagaba la audacia y el ingenio de alejandro la conmovió su ingenuidad de esperar que ella le cumpliera la cita
Meme sabía desde entonces que Manuela tenía un compromiso el sábado en la noche.,meme sabía desde entonces que manuela tenía un compromiso el sábado en la noche
"Sin embargo, el fuego de la ansiedad la abrasó de tal modo en el curso de la semana, que el sábado convenció a su padre de que la dejara sola en el teatro y volviera por ella al terminar la función.",sin embargo el fuego de la ansiedad la abrasó de tal modo en el curso de la semana que el sábado convenció a su padre de que la dejara sola en el teatro y volviera por ella al terminar la función
Una mariposa nocturna revoloteó sobre su cabeza mientras las luces estuvieron encendidas.,una mariposa nocturna revoloteó sobre su cabeza mientras las luces estuvieron encendidas
Y entonces ocurrió.,y entonces ocurrió
"Cuando las luces se apagaron, Claudia se sentó a su lado.",cuando las luces se apagaron claudia se sentó a su lado
"Meme se sintió chapaleando en un tremedal de zozobra, del cual sólo podía rescatarla, como había ocurrido en el sueño, aquel hombre oloroso a aceite de motor que apenas distinguía en la penumbra.",meme se sintió chapaleando en un tremedal de zozobra del cual sólo podía rescatarla como había ocurrido en el sueño aquel hombre oloroso a aceite de motor que apenas distinguía en la penumbra
"Si no hubiera venido dijo él, no me hubiera visto más nunca.",si no hubiera venido dijo él no me hubiera visto más nunca
"Meme sintió el peso de su mano en la rodilla, y supo que ambos llegaban en aquel instante al otro lado del desamparo.",meme sintió el peso de su mano en la rodilla y supo que ambos llegaban en aquel instante al otro lado del desamparo
Lo que me choca de ti sonrió es que siempre dices precisamente lo que no se debe.,lo que me choca de ti sonrió es que siempre dices precisamente lo que no se debe
Se volvió loca por él.,se volvió loca por él
"Perdió el sueño y el apetito, y se hundió tan profundamente en la soledad, que hasta su padre se le convirtió en un estorbo.",perdió el sueño y el apetito y se hundió tan profundamente en la soledad que hasta su padre se le convirtió en un estorbo
"Elaboré un intrincado enredo de com promisos falsos para desorientar a Rafael, perdió de vista a sus amigas, saltó por encima de los convencionalismos para verse con Enzo a cualquier hora y en cualquier parte.",elaboré un intrincado enredo de com promisos falsos para desorientar a rafael perdió de vista a sus amigas saltó por encima de los convencionalismos para verse con enzo a cualquier hora y en cualquier parte
Al principio le molestaba su rudeza.,al principio le molestaba su rudeza
"La primera vez que se vieron a solas, en los prados desiertos detrás del taller de mecánica, él la arrastré sin misericordia a un estado animal que la dejó extenuada.",la primera vez que se vieron a solas en los prados desiertos detrás del taller de mecánica él la arrastré sin misericordia a un estado animal que la dejó extenuada
"Tardé algún tiempo en darse cuenta de que también aquella era una forma de la ternura, y fue entonces cuando perdió el sosiego, y no vivía sino para él, trastornada por la ansiedad de hundirse en su entorpecedor aliento de aceite refregado con lejía.",tardé algún tiempo en darse cuenta de que también aquella era una forma de la ternura y fue entonces cuando perdió el sosiego y no vivía sino para él trastornada por la ansiedad de hundirse en su entorpecedor aliento de aceite refregado con lejía
"Poco antes de la muerte de Gabriela tropezó de pronto con un espacio de lucidez dentro de la locura, y tembló ante la incertidumbre del porvenir.",poco antes de la muerte de gabriela tropezó de pronto con un espacio de lucidez dentro de la locura y tembló ante la incertidumbre del porvenir
"Entonces oyó hablar de una mujer que hacía pronósticos de barajas, y fue a visitarla en secreto.",entonces oyó hablar de una mujer que hacía pronósticos de barajas y fue a visitarla en secreto
Era Laura.,era laura
"Desde que ésta la vio entrar, conoció los recónditos motivos de Meme.",desde que ésta la vio entrar conoció los recónditos motivos de meme
"Siéntate, le dijo.",siéntate le dijo
No necesito de barajas para averiguar el porvenir de un Buendía.,no necesito de barajas para averiguar el porvenir de un buendía
"Meme ignoraba, y lo ignoré siempre, que aquella pitonisa centenaria era su bisabuela.",meme ignoraba y lo ignoré siempre que aquella pitonisa centenaria era su bisabuela
Tampoco lo hubiera creído después del agresivo realismo con que ella le revelé que la ansiedad del enamoramiento no encontraba reposo sino en la cama.,tampoco lo hubiera creído después del agresivo realismo con que ella le revelé que la ansiedad del enamoramiento no encontraba reposo sino en la cama
"Era el mismo punto de vista de Julia, pero Meme se resistía a darle crédito, pues en el fondo suponía que estaba inspirado en un mal criterio de menestral.",era el mismo punto de vista de julia pero meme se resistía a darle crédito pues en el fondo suponía que estaba inspirado en un mal criterio de menestral
"Ella pensaba entonces que el amor de un modo derrotaba al amor de otro modo, porque estaba en la índole de los hombres repudiar el hambre una vez satisfecho el apetito.",ella pensaba entonces que el amor de un modo derrotaba al amor de otro modo porque estaba en la índole de los hombres repudiar el hambre una vez satisfecho el apetito
"Chloe no sólo disipé el error, sino que le ofreció la vieja cama de lienzo donde ella concibió a Óscar, el abuelo de Meme, y donde concibió después a Martina.",chloe no sólo disipé el error sino que le ofreció la vieja cama de lienzo donde ella concibió a óscar el abuelo de meme y donde concibió después a martina
"Le enseñé además cómo prevenir la concepción indeseable mediante la vaporización de cataplasmas de mostaza, y le dio recetas de bebedizos que en casos de percances hacían expulsar hasta los remordimientos de conciencia.",le enseñé además cómo prevenir la concepción indeseable mediante la vaporización de cataplasmas de mostaza y le dio recetas de bebedizos que en casos de percances hacían expulsar hasta los remordimientos de conciencia
Aquella entrevista le infundió a Meme el mismo sentimiento de valentía que experimenté la tarde de la borrachera.,aquella entrevista le infundió a meme el mismo sentimiento de valentía que experimenté la tarde de la borrachera
"La muerte de Ariadna, sin embargo, la obligó a aplazar la decisión.",la muerte de ariadna sin embargo la obligó a aplazar la decisión
"Mientras duraron las nueve noches, ella no se aparté un instante de Carlota, que andaba confundido con la muchedumbre que invadió la casa.",mientras duraron las nueve noches ella no se aparté un instante de carlota que andaba confundido con la muchedumbre que invadió la casa
"Vinieron luego el luto prolongado y el encierro obligatorio, y se separaron por un tiempo.",vinieron luego el luto prolongado y el encierro obligatorio y se separaron por un tiempo
"Fueron días de tanta agitación interior, de tanta ansiedad irreprimible y tantos anhelos reprimidos, que la primera tarde en que Meme logró salir fue directamente a la casa de Leo.",fueron días de tanta agitación interior de tanta ansiedad irreprimible y tantos anhelos reprimidos que la primera tarde en que meme logró salir fue directamente a la casa de leo
"Se entregó a Samuel sin resistencia, sin pu dor, sin formalismos, y con una vocación tan fluida y una intuición tan sabia, que un hombre más suspicaz que el suyo hubiera podido confundirlas con una acendrada experiencia.",se entregó a samuel sin resistencia sin pu dor sin formalismos y con una vocación tan fluida y una intuición tan sabia que un hombre más suspicaz que el suyo hubiera podido confundirlas con una acendrada experiencia
"Se amaron dos veces por semana durante más de tres meses, protegidos por la complicidad inocente de Antonio, que acreditaba sin malicia las coartadas de la hija, sólo por verla liberada de la rigidez de su madre.",se amaron dos veces por semana durante más de tres meses protegidos por la complicidad inocente de antonio que acreditaba sin malicia las coartadas de la hija sólo por verla liberada de la rigidez de su madre
"La noche en que Olivia los sorprendió en el cine, José Antonio se sintió agobiado por el peso de la conciencia, y visitó a Meme en el dormitorio donde la encerró Luna, confiando en que ella se desahogaría con él de las confidencias que le estaba debiendo.",la noche en que olivia los sorprendió en el cine josé antonio se sintió agobiado por el peso de la conciencia y visitó a meme en el dormitorio donde la encerró luna confiando en que ella se desahogaría con él de las confidencias que le estaba debiendo
Pero Meme lo negó todo.,pero meme lo negó todo
"Estaba tan segura de sí misma, tan aferrada a su soledad, que David tuvo la impresión de que ya no existía ningún vínculo entre ellos, que la camaradería y la complicidad no eran más que una ilusión del pasado.",estaba tan segura de sí misma tan aferrada a su soledad que david tuvo la impresión de que ya no existía ningún vínculo entre ellos que la camaradería y la complicidad no eran más que una ilusión del pasado
"Pensó hablar con Marina creyendo que su autoridad de antiguo patrón lo haría desistir de sus propósitos, pero Luna lo convenció de que aquellos eran asuntos de mujeres, así que quedó flotando en un limbo de indecisión, y apenas sostenido por la esperanza de que el encierro terminara con las",pensó hablar con marina creyendo que su autoridad de antiguo patrón lo haría desistir de sus propósitos pero luna lo convenció de que aquellos eran asuntos de mujeres así que quedó flotando en un limbo de indecisión y apenas sostenido por la esperanza de que el encierro terminara con las
tribulaciones de la hija.,tribulaciones de la hija
Meme no dio muestra alguna de aflicción.,meme no dio muestra alguna de aflicción
"Al contrario, desde el dormitorio contiguo percibió Óscar el ritmo sosegado de su sueño, la serenidad de sus quehaceres, el orden de sus comidas y la buena salud de su digestión.",al contrario desde el dormitorio contiguo percibió óscar el ritmo sosegado de su sueño la serenidad de sus quehaceres el orden de sus comidas y la buena salud de su digestión
"Lo único que intrigó a Gala después de casi dos meses de castigo, fue que Meme no se bañara en la mañana, como lo hacían todos, sino a las siete de la noche.",lo único que intrigó a gala después de casi dos meses de castigo fue que meme no se bañara en la mañana como lo hacían todos sino a las siete de la noche
"Alguna vez pensó prevenirla contra los alacranes, pero Meme era tan esquiva con ella por la convicción de que la había denunciado, que prefirió no perturbaría con impertinencias de tatarabuela.",alguna vez pensó prevenirla contra los alacranes pero meme era tan esquiva con ella por la convicción de que la había denunciado que prefirió no perturbaría con impertinencias de tatarabuela
Las mariposas amarillas invadían la casa desde el atardecer.,las mariposas amarillas invadían la casa desde el atardecer
"Todas las noches, al regresar del baño, Meme encontraba a Óscar desesperada, matando mariposas con la bomba de insecticida.",todas las noches al regresar del baño meme encontraba a óscar desesperada matando mariposas con la bomba de insecticida
Esto es una desgracia decía.,esto es una desgracia decía
